top_n_words	label	title	abstract	topic_word	topic_bigram	topic_trigram
probability estimate calibration motivated uncertainty good approach affecting attained bag bagged bayesian bias bootstrap calibrated despite drastically estimator expert exploited 	0	Class probability estimates are unreliable for imbalanced data (and how to fix them)	Obtaining good probability estimates is imperative for many applications. The increased uncertainty and typically asymmetric costs surrounding rare events increases this need. Experts (and classification systems) often rely on probabilities to inform decisions. However, we demonstrate that class probability estimates attained via supervised learning in imbalanced scenarios systematically underestimate the probabilities for minority class instances, despite ostensibly good overall calibration. To our knowledge, this problem has not previously been explored. Motivated by our exposition of this issue, we propose a simple, effective and theoretically motivated method to mitigate the bias of probability estimates for imbalanced data that bags estimators calibrated over balanced bootstrap samples. This approach drastically improves performance on the minority instances without greatly affecting overall calibration. We show that additional uncertainty can be exploited via a Bayesian approach by considering posterior distributions over bagged probability estimates. 	['minority', 'learner', 'prediction']	['minority_class', 'imbalanced_data', 'active_learning', 'boosting_algorithm', 'class_distributions']	['imbalanced_data_sets', 'cost_sensitive_boosting', 'cost_test_example', 'data_set_classification', 'experimental_results_method']
adaptively ramoboost based characteristic minority 19 adaptive analysis—is assessed briefly efficiency explosive growth hypothesis idea iteration metrics—including ramo ranked shift 	0	Ramoboost: Ranked minority oversampling in boosting	In recent years, learning from imbalanced data has attracted growing attention from both academia and industry due to the explosive growth of applications that use and produce imbalanced data. However, because of the complex characteristics of imbalanced data, many real-world solutions struggle to provide robust efficiency in learning-based applications. In an effort to address this problem, this paper presents Ranked Minority Oversampling in Boosting (RAMOBoost), which is a RAMO technique based on the idea of adaptive synthetic data generation in an ensemble learning system. Briefly, RAMOBoost adaptively ranks minority class instances at each learning iteration according to a sampling probability distribution that is based on the underlying data distribution, and can adaptively shift the decision boundary toward difficult-to-learn minority and majority class instances by using a hypothesis assessment procedure. Simulation analysis on 19 real-world datasets assessed over various metrics—including overall accuracy, precision, recall, F-measure, G-mean, and receiver operation characteristic analysis—is used to illustrate the effectiveness of this method.	['minority', 'learner', 'prediction']	['minority_class', 'imbalanced_data', 'active_learning', 'boosting_algorithm', 'class_distributions']	['imbalanced_data_sets', 'cost_sensitive_boosting', 'cost_test_example', 'data_set_classification', 'experimental_results_method']
test f interesting wrapper cost value average example approach minority 99 accurately aware causing composite computes costly cup disease economy 	0	Wrapper-based computation and evaluation of sampling methods for imbalanced datasets	Learning from imbalanced datasets presents an interesting problem both from modeling and economy standpoints. When the imbalance is large, classification accuracy on the smaller class(es) tends to be lower. In particular, when a class is of great interest but occurs relatively rarely such as cases of fraud, instances of disease, and regions of interest in largescale simulations, it is important to accurately identify it. It then becomes more costly to misclassify the interesting class. In this paper, we implement a wrapper approach that computes the amount of under-sampling and synthetic generation of the minority class examples (SMOTE) to improve minority class accuracy. The f-value serves as the evaluation function. Experimental results show the wrapper approach is effective in optimization of the composite f-value, and reduces the average cost per test example for the datasets considered. We report both average cost per test example and the cost curves in the paper. The true positive rate of the minority class increases significantly without causing a significant change in the f-value. We also obtain the lowest cost per test example, compared to any result we are aware of for the KDD Cup-99 intrusion detection data set.	['minority', 'learner', 'prediction']	['minority_class', 'imbalanced_data', 'active_learning', 'boosting_algorithm', 'class_distributions']	['imbalanced_data_sets', 'cost_sensitive_boosting', 'cost_test_example', 'data_set_classification', 'experimental_results_method']
instance prediction site cluster reduces high technique for ratio traditional ambiguity balancing deployed extremely false filter frequently functional genomic hence 	0	An unsupervised learning approach to resolving the data imbalanced issue in supervised learning problems in functional genomics	Learning from imbalanced data occurs very frequently in functional genomic applications. One positive example to thousands of negative instances is common in scientific applications. Unfortunately, traditional machine learning treats the extremely small instances as noise. The standard approach for this difficulty is balancing training data by resampling them. However, this results in high false positive predictions. Hence, we propose preprocessing majority instances by partitioning them into clusters. This greatly reduces the ambiguity between minority instances and instances in each cluster. For moderately high imbalance ratio and low in-class complexity, our technique gives better prediction accuracy than undersampling method. For extreme imbalance ratio like splice site prediction problem, we demonstrate that this technique serves as a good filter with almost perfect recall that reduces the amount of imbalance so that traditional classification techniques can be deployed and yield significant improvements over previous predictor. We also show that the technique works for subcellular localization and post-translational modification site prediction problems.	['minority', 'learner', 'prediction']	['minority_class', 'imbalanced_data', 'active_learning', 'boosting_algorithm', 'class_distributions']	['imbalanced_data_sets', 'cost_sensitive_boosting', 'cost_test_example', 'data_set_classification', 'experimental_results_method']
loss ” paradigm affected recovered treatment imbalance experimental design expected distribution degree performance 10 30 artificially ass community decade dozen 	0	An experimental design to evaluate class imbalance treatment methods	In the last decade, class imbalance has attracted a huge amount of attention from researchers and practitioners. Class imbalance is ubiquitous in Machine Learning, Data Mining and Pattern Recognition applications; therefore, these research communities have responded to such interest with literally dozens of methods and techniques. Surprisingly, there are still many fundamental open-ended questions such as “Are all learning paradigms equally affected by class imbalance?”, “What is the expected performance loss for different imbalance degrees?” and “How much of the performance losses can be recovered by the treatment methods?”. In this paper, we propose a simple experimental design to assess the performance of class imbalance treatment methods. This experimental setup uses real data sets with artificially modified class distributions to evaluate classifiers in a wide range of class imbalance. We employ such experimental design in a large-scale experimental evaluation with twenty-two data sets and seven learning algorithms from different paradigms. Our results indicate that the expected performance loss, as a percentage of the performance obtained with the balanced distribution, is quite modest (below 5%) for the most balanced distributions up to 10% of minority examples. However, the loss tends to increase quickly for higher degrees of class imbalance, reaching 20% for 1% of minority class examples. Support Vector Machine is the classifier paradigm that is less affected by class imbalance, being almost insensitive to all but the most imbalanced distributions. Finally, we show that the sampling algorithms only partially recover the performance losses. On average, typically about 30% or less of the performance that was lost due to class imbalance was recovered by random oversampling and SMOTE. 	['minority', 'learner', 'prediction']	['minority_class', 'imbalanced_data', 'active_learning', 'boosting_algorithm', 'class_distributions']	['imbalanced_data_sets', 'cost_sensitive_boosting', 'cost_test_example', 'data_set_classification', 'experimental_results_method']
svm improves ability clustering confusion drop failure flaw interference intrinsic k nn obviously prune randomness som subjective then instance factor 	0	A hybrid re-sampling method for SVM learning from imbalanced data sets	Support Vector Machine (SVM) has been widely studied and shown success in many application fields. However, the performance of SVM drops significantly when it is applied to the problem of learning from imbalanced data sets in which negative instances greatly outnumber the positive instances. This paper analyzes the intrinsic factors behind this failure and proposes a suitable re-sampling method. We re-sample the imbalance data by using variable SOM clustering so as to overcome the flaws of the traditional re-sampling methods, such as serious randomness, subjective interference and information loss. Then we prune the training set by means of K-NN rule to solve the problem of data confusion, which improves the generalization ability of SVM. Experiment results show that our method obviously improves the performance of the SVM on imbalanced data sets.	['minority', 'learner', 'prediction']	['minority_class', 'imbalanced_data', 'active_learning', 'boosting_algorithm', 'class_distributions']	['imbalanced_data_sets', 'cost_sensitive_boosting', 'cost_test_example', 'data_set_classification', 'experimental_results_method']
learner deficiency subset train majority undersampling approximately balancecascade classified classimbalance consideration correctly easyensemble ignored main removed sequentially step trained under 	0	Exploratory undersampling for class-imbalance learning	Undersampling is a popular method in dealing with class-imbalance problems, which uses only a subset of the majority class and thus is very efficient. The main deficiency is that many majority class examples are ignored. We propose two algorithms to overcome this deficiency. EasyEnsemble samples several subsets from the majority class, trains a learner using each of them, and combines the outputs of those learners. BalanceCascade trains the learners sequentially, where in each step, the majority class examples that are correctly classified by the current trained learners are removed from further consideration. Experimental results show that both methods have higher Area Under the ROC Curve, F-measure, and G-mean values than many existing classimbalance learning methods. Moreover, they have approximately the same training time as that of undersampling when the same number of weak classifiers is used, which is significantly faster than other methods.	['minority', 'learner', 'prediction']	['minority_class', 'imbalanced_data', 'active_learning', 'boosting_algorithm', 'class_distributions']	['imbalanced_data_sets', 'cost_sensitive_boosting', 'cost_test_example', 'data_set_classification', 'experimental_results_method']
feature metric evaluated selection best systematic studied small study area additionally candidate combat comparison conducted developed efficacy examined inside likelihood 	1	Combating the small sample class imbalance problem using feature selection	The class imbalance problem is encountered in real-world applications of machine learning and results in a classifier’s suboptimal performance. Researchers have rigorously studied the resampling, algorithms, and feature selection approaches to this problem. No systematic studies have been conducted to understand how well these methods combat the class imbalance problem and which of these methods best manage the different challenges posed by imbalanced data sets. In particular, feature selection has rarely been studied outside of text classification problems. Additionally, no studies have looked at the additional problem of learning from small samples. This paper presents a first systematic comparison of the three types of methods developed for imbalanced data classification problems and of seven feature selection metrics evaluated on small sample data sets from different applications. We evaluated the performance of these metrics using area under the receiver operating characteristic (AUC) and area under the precisionrecall curve (PRC). We compared each metric on the average performance across all problems and on the likelihood of a metric yielding the best performance on a specific problem. We examined the performance of these metrics inside each problem domain. Finally, we evaluated the efficacy of these metrics to see which perform best across algorithms. Our results showed that signal-tonoise correlation coefficient (S2N) and Feature Assessment by Sliding Thresholds (FAST) are great candidates for feature selection in most applications, especially when selecting very small numbers of features.	['feature', 'selection', 'metric']	['feature_selection', 'correlation_coefficient', 'evaluation_measure', 'negative_features', 'selection_methods']	['feature_selection_methods', 'the_class_imbalance', 'applications_machine_learning', 'assessment_sliding_thresholds', 'classifier’s_suboptimal_performance']
measure or ordinal trivial evaluation choice parameter datasets attention standard argue assigning avoid behave coincide conceived consequence engineered genuinely involve 	1	Evaluation measures for ordinal regression	Ordinal regression (OR – also known as ordinal classification) has received increasing attention in recent times, due to its importance in IR applications such as learning to rank and product review rating. However, research has not paid attention to the fact that typical applications of OR often involve datasets that are highly imbalanced. An imbalanced dataset has the consequence that, when testing a system with an evaluation measure conceived for balanced datasets, a trivial system assigning all items to a single class (typically, the majority class) may even outperform genuinely engineered systems. Moreover, if this evaluation measure is used for parameter optimization, a parameter choice may result that makes the system behave very much like a trivial system. In order to avoid this, evaluation measures that can handle imbalance must be used. We propose a simple way to turn standard measures for OR into ones robust to imbalance. We also show that, once used on balanced datasets, the two versions of each measure coincide, and therefore argue that our measures should become the standard choice for OR. 	['feature', 'selection', 'metric']	['feature_selection', 'correlation_coefficient', 'evaluation_measure', 'negative_features', 'selection_methods']	['feature_selection_methods', 'the_class_imbalance', 'applications_machine_learning', 'assessment_sliding_thresholds', 'classifier’s_suboptimal_performance']
feature sided chi selection cc ig indicative metric negative or combination membership g optimal e actual bayes consider control ensure 	1	Feature selection for text categorization on imbalanced data	A number of feature selection metrics have been explored in text categorization, among which information gain (IG), chi-square (CHI), correlation coefficient (CC) and odds ratios (OR) are considered most effective. CC and OR are one-sided metrics while IG and CHI are two-sided. Feature selection using one-sided metrics selects the features most indicative of membership only, while feature selection using two-sided metrics implicitly combines the features most indicative of membership (e.g. positive features) and nonmembership (e.g. negative features) by ignoring the signs of features. The former never consider the negative features, which are quite valuable, while the latter cannot ensure the optimal combination of the two kinds of features especially on imbalanced data. In this work, we investigate the usefulness of explicit control of that combination within a proposed feature selection framework. Using multinomial näıve Bayes and regularized logistic regression as classifiers, our experiments show both great potential and actual merits of explicitly combining positive and negative features in a nearly optimal fashion according to the imbalanced data.	['feature', 'selection', 'metric']	['feature_selection', 'correlation_coefficient', 'evaluation_measure', 'negative_features', 'selection_methods']	['feature_selection_methods', 'the_class_imbalance', 'applications_machine_learning', 'assessment_sliding_thresholds', 'classifier’s_suboptimal_performance']
dominant highest index plain show theoretical metric accuracy analyzes estimate individual merit evaluate combining generalization measure domain known analysis new 	1	Theoretical analysis of a performance measure for imbalanced data	This paper analyzes a generalization of a new metric to evaluate the classification performance in imbalanced domains, combining some estimate of the overall accuracy with a plain index about how dominant the class with the highest individual accuracy is. A theoretical analysis shows the merits of this metric when compared to other well-known measures.	['feature', 'selection', 'metric']	['feature_selection', 'correlation_coefficient', 'evaluation_measure', 'negative_features', 'selection_methods']	['feature_selection_methods', 'the_class_imbalance', 'applications_machine_learning', 'assessment_sliding_thresholds', 'classifier’s_suboptimal_performance']
capable phenomenon solving various hinder task suffer categorization active demonstrate text known world classification real we algorithm the problem imbalance 	1	Active learning for class imbalance problem	The class imbalance problem has been known to hinder the learning performance of classification algorithms. Various real-world classification tasks such as text categorization suffer from this phenomenon. We demonstrate that active learning is capable of solving the problem.	['feature', 'selection', 'metric']	['feature_selection', 'correlation_coefficient', 'evaluation_measure', 'negative_features', 'selection_methods']	['feature_selection_methods', 'the_class_imbalance', 'applications_machine_learning', 'assessment_sliding_thresholds', 'classifier’s_suboptimal_performance']
feature relief correlation selection fast threshold mining case compared bin card comparable credit dimensional filtering generated mass microarray nonexistent outperformed 	1	Fast: A roc-based feature selection metric for small samples and imbalanced data classification problems	The class imbalance problem is encountered in a large number of practical applications of machine learning and data mining, for example, information retrieval and filtering, and the detection of credit card fraud. It has been widely realized that this imbalance raises issues that are either nonexistent or less severe compared to balanced class cases and often results in a classifier’s suboptimal performance. This is even more true when the imbalanced data are also high dimensional. In such cases, feature selection methods are critical to achieve optimal performance. In this paper, we propose a new feature selection method, Feature Assessment by Sliding Thresholds (FAST), which is based on the area under a ROC curve generated by moving the decision boundary of a single feature classifier with thresholds placed using an even-bin distribution. FAST is compared to two commonly-used feature selection methods, correlation coefficient and RELevance In Estimating Features (RELIEF), for imbalanced data classification. The experimental results obtained on text mining, mass spectrometry, and microarray data sets showed that the proposed method outperformed both RELIEF and correlation methods on skewed data sets and was comparable on balanced data sets; when small number of features is preferred, the classification performance of the proposed method was significantly improved compared to correlation and RELIEF-based methods.	['feature', 'selection', 'metric']	['feature_selection', 'correlation_coefficient', 'evaluation_measure', 'negative_features', 'selection_methods']	['feature_selection_methods', 'the_class_imbalance', 'applications_machine_learning', 'assessment_sliding_thresholds', 'classifier’s_suboptimal_performance']
threshold task cost moving study costsensitive hard multiclass network neural soft effective effect sensitive ensemble technique higher empirical training addressing 	1	Training cost-sensitive neural networks with methods addressing the class imbalance problem	This paper studies empirically the effect of sampling and threshold-moving in training cost-sensitive neural networks. Both oversampling and undersampling are considered. These techniques modify the distribution of the training data such that the costs of the examples are conveyed explicitly by the appearances of the examples. Threshold-moving tries to move the output threshold toward inexpensive classes such that examples with higher costs become harder to be misclassified. Moreover, hard-ensemble and softensemble, i.e., the combination of above techniques via hard or soft voting schemes, are also tested. Twenty-one UCI data sets with three types of cost matrices and a real-world cost-sensitive data set are used in the empirical study. The results suggest that costsensitive learning with multiclass tasks is more difficult than with two-class tasks, and a higher degree of class imbalance may increase the difficulty. It also reveals that almost all the techniques are effective on two-class tasks, while most are ineffective and even may cause negative effect on multiclass tasks. Overall, threshold-moving and soft-ensemble are relatively good choices in training costsensitive neural networks. The empirical study also suggests that some methods that have been believed to be effective in addressing the class imbalance problem may, in fact, only be effective on learning with imbalanced two-class data sets.	['feature', 'selection', 'metric']	['feature_selection', 'correlation_coefficient', 'evaluation_measure', 'negative_features', 'selection_methods']	['feature_selection_methods', 'the_class_imbalance', 'applications_machine_learning', 'assessment_sliding_thresholds', 'classifier’s_suboptimal_performance']
cil outlier noise fsvms svms svm datasets sensitive fsvm normal handle fuzzy presence membership existing suffer proposed come conclude fsvmcil 	2	FSVM-CIL: Fuzzy support vector machines for class imbalance learning	Support vector machines (SVMs) is a popular machine learning technique, which works effectively with balanced datasets. However, when it comes to imbalanced datasets, SVMs produce suboptimal classification models. On the other hand, the SVM algorithm is sensitive to outliers and noise present in the datasets. Therefore, although the existing class imbalance learning (CIL) methods can make SVMs less sensitive to class imbalance, they can still suffer from the problem of outliers and noise. Fuzzy SVMs (FSVMs) is a variant of the SVM algorithm, which has been proposed to handle the problem of outliers and noise. In FSVMs, training examples are assigned different fuzzy-membership values based on their importance, and these membership values are incorporated into the SVM learning algorithm to make it less sensitive to outliers and noise. However, like the normal SVM algorithm, FSVMs can also suffer from the problem of class imbalance. In this paper, we present a method to improve FSVMs for CIL (called FSVM-CIL), which can be used to handle the class imbalance problem in the presence of outliers and noise. We thoroughly evaluated the proposed FSVM-CIL method on ten real-world imbalanced datasets and compared its performance with five existing CIL methods, which are available for normal SVM training. Based on the overall results, we can conclude that the proposed FSVMCIL method is a very effective method for CIL, especially in the presence of outliers and noise in datasets.	['fsvms', 'svms', 'svm']	['outliers_noise', 'input_points', 'cil_methods', 'svm_algorithm', 'algorithm_sensitive']	['algorithm_sensitive_outliers', 'fuzzy_svms_fsvms', 'learns_decision_surface', 'presence_outliers_noise', 'problem_outliers_noise']
input point fuzzy svms surface constributions distinct fully learns reformulate assigned fsvms apply different decision membership svm vector a support 	2	Fuzzy support vector machines	A support vector machine (SVM) learns the decision surface from two distinct classes of the input points. In many applications, each input point may not be fully assigned to one of these two classes. In this paper, we apply a fuzzy membership to each input point and reformulate the SVMs such that different input points can make different constributions to the learning of decision surface. We call the proposed method fuzzy SVMs (FSVMs).	['fsvms', 'svms', 'svm']	['outliers_noise', 'input_points', 'cil_methods', 'svm_algorithm', 'algorithm_sensitive']	['algorithm_sensitive_outliers', 'fuzzy_svms_fsvms', 'learns_decision_surface', 'presence_outliers_noise', 'problem_outliers_noise']
classi er cost space duality frequency line o tw roc expected range representation point adv allowing demonstrates easier equivalen experimenter 	3	Explicitly representing expected cost: An alternative to ROC representation	This paper proposes an alternative to ROC representation, in which the expected cost of a classi er is represented explicitly . This expected cost representation maintains many of the adv an tagesof R OCrepresen tation, but is easier to understand. It allows the experimenter to immediately see the range of costs and class frequencies where a particular classi er is the best and quantitatively how much better it is than other classi ers. This paper demonstrates there is a point/line duality between the tw o represen tations.A point in ROC space representing a classi er becomes a line segment spanning the full range of costs and class frequencies. This duality produces equivalen t operations in the tw o spaces, allowing most techniques used in ROC analysis to be readily reproduced in the cost space.	['sampling', 'related', 'usually']	['sampling_method', 'classi_er', 'performance_models', 'rec_curves', 'roc_space']	['cumulative_distribution_function', 'analyzing_performance_models', 'costs_class_frequencies', 'distribution_function_errors', 'error_characteristic_rec']
