top_n_words	label	title	abstract	topic_word	topic_bigram	topic_trigram
protocol implementation different difference format message trace application network way engineering reverse process 17 benefit crafted dns extensively fingerprint fuzzing 	0	Polyglot: Automatic extraction of protocol message format using dynamic binary analysis	Protocol reverse engineering, the process of extracting the application-level protocol used by an implementation, without access to the protocol specification, is important for many network security applications. Recent work [17] has proposed protocol reverse engineering by using clustering on network traces. That kind of approach is limited by the lack of semantic information on network traces. In this paper we propose a new approach using program binaries. Our approach, shadowing, uses dynamic analysis and is based on a unique intuition—the way that an implementation of the protocol processes the received application data reveals a wealth of information about the protocol message format. We have implemented our approach in a system called Polyglot and evaluated it extensively using real-world implementations of five different protocols: DNS, HTTP, IRC, Samba and ICQ. We compare our results with the manually crafted message format, included in Wireshark, one of the state-ofthe-art protocol analyzers. The differences we find are small and usually due to different implementations handling fields in different ways. Finding such differences between implementations is an added benefit, as they are important for problems such as fingerprint generation, fuzzing, and error detection.	['malware', 'code', 'network']	['hardware_breakpoints', 'hide_code', 'based_subset', 'dbi_frameworks', 'filter_based']	['based_subset_evaluators', 'extracts_hidden_code', 'feature_extraction_selection', 'feature_selection_techniques', 'filter_based_subset']
web http tap server outbound tap’s transaction tunneling traffic network attempt inbound request program filter help period send detected significant 	0	Web tap: Detecting covert web traffic	As network security is a growing concern, system administrators lock down their networks by closing inbound ports and only allowing outbound communication over selected protocols such as HTTP. Hackers, in turn, are forced to find ways to communicate with compromised workstations by tunneling through web requests. While several tools attempt to analyze inbound traffic for denial-of-service and other attacks on web servers, Web Tap’s focus is on detecting attempts to send significant amounts of information out via HTTP tunnels to rogue Web servers from within an otherwise firewalled network. A related goal of Web Tap is to help detect spyware programs, which often send out personal data to servers using HTTP transactions and may open up security holes in the network. Based on the analysis of HTTP traffic over a training period, we designed filters to help detect anomalies in outbound HTTP traffic using metrics such as request regularity, bandwidth usage, interrequest delay time, and transaction size. Subsequently, Web Tap was evaluated on several available HTTP covert tunneling programs as well as a test backdoor program, which creates a remote shell from outside the network to a protected machine using only outbound HTTP transactions. Web Tap’s filters detected all the tunneling programs tested after modest use. Web Tap also analyzed the activity of approximately thirty faculty and students who agreed to use it as a proxy server over a 40 day period. It successfully detected a significant number of spyware and aware programs. This paper presents the design of Web Tap, results from its evaluation, as well as potential limits to Web Tap’s capabilities.	['malware', 'code', 'network']	['hardware_breakpoints', 'hide_code', 'based_subset', 'dbi_frameworks', 'filter_based']	['based_subset_evaluators', 'extracts_hidden_code', 'feature_extraction_selection', 'feature_selection_techniques', 'filter_based_subset']
subset filter evaluator group stability ranker feature selection stable wrapper consistent perturbation relative datasets dataset based statistical assign attribute change 	0	Comparison of stability for different families of filter-based and wrapper-based feature selection	Due to the prevalence of high dimensionality (having a large number of independent attributes), feature selection techniques (which reduce the feature subset to a more manageable size) have become quite popular. These reduced feature subsets can help improve the performance of classification models and can also inform researchers about which features are most relevant for the problem at hand. For this latter problem, it is often most important that the features chosen are consistent even in the face of changes (perturbations) to the dataset. While previous studies have considered the problem of finding so-called “stable” feature selection techniques, none has examined stability across all three major categories of feature selection technique: filterbased feature rankers (which use statistical measures to assign scores to each feature), filter-based subset evaluators (which also employ statistical approaches, but consider whole feature subsets at a time), and wrapper-based subset evaluation (which also considers whole subsets, but which builds classification models to evaluate these subsets). In the present study, we use two datasets from the domain of Twitter profile mining to compare the stability of five filter-based rankers, two filter-based subset evaluators, and five wrapper-based subset evaluators. We find that the rankers are most stable, followed by the filter-based subset evaluators, with the wrappers being the least stable. We also show that the relative performance among the techniques within each group is consistent across dataset and perturbation level. However, the relative stability of the two datasets does vary between the groups, showing that the effects are more complex than simply “one group is always more stable than another group.” Keywords-Stability, filter-based feature selection, wrapperbased feature selection	['malware', 'code', 'network']	['hardware_breakpoints', 'hide_code', 'based_subset', 'dbi_frameworks', 'filter_based']	['based_subset_evaluators', 'extracts_hidden_code', 'feature_extraction_selection', 'feature_selection_techniques', 'filter_based_subset']
stream challenge chunk ensemble single extraction fixed multichunk multipartition v address data feature classifier selection traditional classification additional both botnet 	0	Cloud-based malware detection for evolving data streams	Data stream classification for intrusion detection poses at least three major challenges. First, these data streams are typically infinite-length, making traditional multipass learning algorithms inapplicable. Second, they exhibit significant concept-drift as attackers react and adapt to defenses. Third, for data streams that do not have any fixed feature set, such as text streams, an additional feature extraction and selection task must be performed. If the number of candidate features is too large, then traditional feature extraction techniques fail. In order to address the first two challenges, this article proposes a multipartition, multichunk ensemble classifier in which a collection of v classifiers is trained from r consecutive data chunks using v-fold partitioning of the data, yielding an ensemble of such classifiers. This multipartition, multichunk ensemble technique significantly reduces classification error compared to existing single-partition, single-chunk ensemble approaches, wherein a single data chunk is used to train each classifier. To address the third challenge, a feature extraction and selection technique is proposed for data streams that do not have any fixed feature set. The technique’s scalability is demonstrated through an implementation for the Hadoop MapReduce cloud computing architecture. Both theoretical and empirical evidence demonstrate its effectiveness over other state-of-the-art stream classification techniques on synthetic data, real botnet traffic, and malicious executables.	['malware', 'code', 'network']	['hardware_breakpoints', 'hide_code', 'based_subset', 'dbi_frameworks', 'filter_based']	['based_subset_evaluators', 'extracts_hidden_code', 'feature_extraction_selection', 'feature_selection_techniques', 'filter_based_subset']
virus use conduct degree dependence exhaustive fitting obviate other overfitted predictive seek strives taking feature yield heuristic power condition exist 	1	A feature selection and evaluation scheme for computer virus detection	Anti-virus systems traditionally use signatures to detect malicious executables, but signatures are overfitted features that are of little use in machine learning. Other more heuristic methods seek to utilize more general features, with some degree of success. In this paper, we present a data mining approach that conducts an exhaustive feature search on a set of computer viruses and strives to obviate over-fitting. We also evaluate the predictive power of a classifier by taking into account dependence relationships that exist between viruses, and we show that our classifier yields high detection rates and can be expected to perform as well in real-world conditions.	['heuristic', 'virus', 'use']	['n_grams', 'heuristic_methods', 'account_dependence', 'approach_conducts', 'classifier_taking']	['detect_malicious_executables', 'account_dependence_relationships', 'anti_virus_systems', 'approach_conducts_exhaustive', 'classifier_taking_account']
virus use conduct degree dependence exhaustive fitting obviate other overfitted predictive seek strives taking feature yield heuristic power condition exist 	1	A feature selection and evaluation scheme for computer virus detection	Anti-virus systems traditionally use signatures to detect malicious executables, but signatures are overfitted features that are of little use in machine learning. Other more heuristic methods seek to utilize more general features, with some degree of success. In this paper, we present a data mining approach that conducts an exhaustive feature search on a set of computer viruses and strives to obviate over-fitting. We also evaluate the predictive power of a classifier by taking into account dependence relationships that exist between viruses, and we show that our classifier yields high detection rates and can be expected to perform as well in real-world conditions.	['heuristic', 'virus', 'use']	['n_grams', 'heuristic_methods', 'account_dependence', 'approach_conducts', 'classifier_taking']	['detect_malicious_executables', 'account_dependence_relationships', 'anti_virus_systems', 'approach_conducts_exhaustive', 'classifier_taking_account']
gram n fielded decision tree executables 1651 1971 255 996 area boosted boosting curve encoded gathered inductive outperformed resulted roc 	1	Learning to detect malicious executables in the wild	In this paper, we describe the development of a fielded application for detecting malicious executables in the wild. We gathered 1971 benign and 1651 malicious executables and encoded each as a training example using n-grams of byte codes as features. Such processing resulted in more than 255 million distinct n-grams. After selecting the most relevant n-grams for prediction, we evaluated a variety of inductive methods, including naive Bayes, decision trees, support vector machines, and boosting. Ultimately, boosted decision trees outperformed other methods with an area under the roc curve of 0.996. Results also suggest that our methodology will scale to larger collections of executables. To the best of our knowledge, ours is the only fielded application for this task developed using techniques from machine learning and data mining.	['heuristic', 'virus', 'use']	['n_grams', 'heuristic_methods', 'account_dependence', 'approach_conducts', 'classifier_taking']	['detect_malicious_executables', 'account_dependence_relationships', 'anti_virus_systems', 'approach_conducts_exhaustive', 'classifier_taking_account']
heuristic behavioral computer method introduced api call discus antiviruses deficiency disadvantage documented growth harm invent malwares ngram opcode opcodes protect 	1	A survey on heuristic malware detection techniques	Malware is a malicious code which is developed to harm a computer or network. The number of malwares is growing so fast and this amount of growth makes the computer security researchers invent new methods to protect computers and networks. There are three main methods used to malware detection: Signature based, Behavioral based and Heuristic ones. Signature based malware detection is the most common method used by commercial antiviruses but it can be used in the cases which are completely known and documented. Behavioral malware detection was introduced to cover deficiencies of signature based method. However, because of some shortcomings, the heuristic methods have been introduced. In this paper, we discuss the state of the art heuristic malware detection methods and briefly overview various features used in these methods such as API Calls, OpCodes, N-Grams etc. and discuss their advantages and disadvantages. Keywords-Malware Detection, Computer Security, API Call, NGram, OpCode, Control Flow Graph.	['heuristic', 'virus', 'use']	['n_grams', 'heuristic_methods', 'account_dependence', 'approach_conducts', 'classifier_taking']	['detect_malicious_executables', 'account_dependence_relationships', 'anti_virus_systems', 'approach_conducts_exhaustive', 'classifier_taking_account']
categorization clustering amcs automatic ensemble characteristic hierarchical medoids malware base k family generate cluster industry instruction efficiency anti algorithm sample 	2	Automatic malware categorization using cluster ensemble	Malware categorization is an important problem in malware analysis and has attracted a lot of attention of computer security researchers and anti-malware industry recently. Today’s malware samples are created at a rate of millions per day with the development of malware writing techniques. There is thus an urgent need of effective methods for automatic malware categorization. Over the last few years, many clustering techniques have been employed for automatic malware categorization. However, such techniques have isolated successes with limited effectiveness and efficiency, and few have been applied in real anti-malware industry. In this paper, resting on the analysis of instruction frequency and function-based instruction sequences, we develop an Automatic Malware Categorization System (AMCS) for automatically grouping malware samples into families that share some common characteristics using a cluster ensemble by aggregating the clustering solutions generated by different base clustering algorithms. We propose a principled cluster ensemble framework for combining individual clustering solutions based on the consensus partition. The domain knowledge in the form of sample-level constraints can be naturally incorporated in the ensemble framework. In addition, to account for the characteristics of feature representations, we propose a hybrid hierarchical clustering algorithm which combines the merits of hierarchical clustering and k-medoids algorithms and a weighted subspace K-medoids algorithm to generate base clusterings. The categorization results of our AMCS system can be used to generate signatures for malware families that are useful for malware detection. The case studies on large and real daily malware collection from Kingsoft Anti-Virus Lab demonstrate the effectiveness and efficiency of our AMCS system.	['behavior', 'malware', 'algorithm']	['anti_malware', 'malware_categorization', 'random_knn', 'file_contents', 'discriminative_specifications']	['anti_malware_industry', 'automatic_malware_categorization', 'access_processing_behavior', 'anti_malware_software', 'calculating_mutual_information']
file relation content anti trojan malware sample detection experimental associated client comodo comodo’s damage decade incorporation interface invaluable kaspersky like 	2	Combining file content and file relations for cloud based malware detection	Due to their damages to Internet security, malware (such as virus, worms, trojans, spyware, backdoors, and rootkits) detection has caught the attention not only of anti-malware industry but also of researchers for decades. Resting on the analysis of file contents extracted from the file samples, like Application Programming Interface (API) calls, instruction sequences, and binary strings, data mining methods such as Naive Bayes and Support Vector Machines have been used for malware detection. However, besides file contents, relations among file samples, such as a “Downloader” is always associated with many Trojans, can provide invaluable information about the properties of file samples. In this paper, we study how file relations can be used to improve malware detection results and develop a file verdict system (named “Valkyrie”) building on a semi-parametric classifier model to combine file content and file relations together for malware detection. To the best of our knowledge, this is the first work of using both file content and file relations for malware detection. A comprehensive experimental study on a large collection of PE files obtained from the clients of anti-malware products of Comodo Security Solutions Incorporation is performed to compare various malware detection approaches. Promising experimental results demonstrate that the accuracy and efficiency of our Valkyrie system outperform other popular anti-malware software tools such as Kaspersky AntiVirus and McAfee VirusScan, as well as other alternative data mining based detection systems. Our system has already been incorporated into the scanning tool of Comodo’s Anti-Malware software.	['behavior', 'malware', 'algorithm']	['anti_malware', 'malware_categorization', 'random_knn', 'file_contents', 'discriminative_specifications']	['anti_malware_industry', 'automatic_malware_categorization', 'access_processing_behavior', 'anti_malware_software', 'calculating_mutual_information']
random knn nearest neighbor datasets proposed computational dimensional generalization modeling requirement constructed input base consists k property shown performance advantage 	2	Random KNN	We present Random KNN, a novel generalization of traditional nearest-neighbor modeling. Random KNN consists of an ensemble of base k-nearest neighbor classifiers, each constructed from a random subset of the input variables. We study the properties of the proposed Random KNN. Using various datasets, we perform an empirical analysis of Random KNN performance and compare it with recently proposed methods for high-dimensional datasets. It is shown that Random KNN provides significant advantages in both the computational requirement and classification performance.	['behavior', 'malware', 'algorithm']	['anti_malware', 'malware_categorization', 'random_knn', 'file_contents', 'discriminative_specifications']	['anti_malware_industry', 'automatic_malware_categorization', 'access_processing_behavior', 'anti_malware_software', 'calculating_mutual_information']
mutual calculating selection information variable apply depends indicator parzen algorithm good input relevance window feature difficult class measure accuracy however 	2	Input feature selection by mutual information based on parzen window	Mutual information is a good indicator of relevance between variables, and have been used as a measure in several feature selection algorithms. However, calculating the mutual information is difficult, and the performance of a feature selection algorithm depends on the accuracy of the mutual information. In this paper, we propose a new method of calculating mutual information between input and class variables based on the Parzen window, and we apply this to a feature selection algorithm for classification problems.	['behavior', 'malware', 'algorithm']	['anti_malware', 'malware_categorization', 'random_knn', 'file_contents', 'discriminative_specifications']	['anti_malware_industry', 'automatic_malware_categorization', 'access_processing_behavior', 'anti_malware_software', 'calculating_mutual_information']
behavior specification prototype malware detector known algorithm variant benign program comparing derives description indicate investigating laborious output overcome succinct word 	2	Mining specifications of malicious behavior	Malware detectors require a specification of malicious behavior. Typically, these specifications are manually constructed by investigating known malware. We present an automatic technique to overcome this laborious manual process. Our technique derives such a specification by comparing the execution behavior of a known malware against the execution behaviors of a set of benign programs. In other words, we mine the malicious behavior present in a known malware that is not present in a set of benign programs. The output of our algorithm can be used by malware detectors to detect malware variants. Since our algorithm provides a succinct description of malicious behavior present in a malware, it can also be used by security analysts for understanding the malware. We have implemented a prototype based on our algorithm and tested it on several malware programs. Experimental results obtained from our prototype indicate that our algorithm is effective in extracting malicious behaviors that can be used to detect malware variants.	['behavior', 'malware', 'algorithm']	['anti_malware', 'malware_categorization', 'random_knn', 'file_contents', 'discriminative_specifications']	['anti_malware_industry', 'automatic_malware_categorization', 'access_processing_behavior', 'anti_malware_software', 'calculating_mutual_information']
specification discriminative av behavior commercial detector class based program rate 55 62 64 86 alarm alarming contrast economy excessive exploiting 	2	Synthesizing near-optimal malware specifications from suspicious behaviors	Fueled by an emerging underground economy, malware authors are exploiting vulnerabilities at an alarming rate. To make matters worse, obfuscation tools are commonly available, and much of the malware is open source, leading to a huge number of variants. Behavior-based detection techniques are a promising solution to this growing problem. However, these detectors require precise specifications of malicious behavior that do not result in an excessive number of false alarms. In this paper, we present an automatic technique for extracting optimally discriminative specifications, which uniquely identify a class of programs. Such a discriminative specification can be used by a behavior-based malware detector. Our technique, based on graph mining and concept analysis, scales to large classes of programs due to probabilistic sampling of the specification space. Our implementation, called HOLMES, can synthesize discriminative specifications that accurately distinguish between programs, sustaining an 86% detection rate on new, unknown malware, with 0 false positives, in contrast with 55% for commercial signature-based antivirus (AV) and 62-64% for behavior-based AV (commercial or research).	['behavior', 'malware', 'algorithm']	['anti_malware', 'malware_categorization', 'random_knn', 'file_contents', 'discriminative_specifications']	['anti_malware_industry', 'automatic_malware_categorization', 'access_processing_behavior', 'anti_malware_software', 'calculating_mutual_information']
