top_n_words	label	title	abstract	topic_word	topic_bigram	topic_trigram
variation server assignment process rack total placement center power method task consumption data 14 8 85 92 cfd chassis fast 	1	Variation-aware server placement and task assignment for data center power minimization	Size and number of data centers are fast growing all over the world and their increasing total power consumption is a worldwide concern. Moreover, increase in the amount of process variation in nanometer technologies and its effect on total power consumption of servers has made it inevitable to move toward variation-aware power reduction strategies. This paper formulates a variation-aware joint server placement and task assignment method using Integer Linear Programming (ILP) to minimize total power consumption of data centers. We first determine the optimum placement of servers in the data center racks based on total power consumption of each server and the data center recirculation model obtained by Computational Fluid Dynamics (CFD) simulations. Then, we dynamically consolidate the ON servers in chassis and racks such that the use of powergreedy servers is minimized. Experimental results reveal up to 14.85% and an average of 8.92% power saving at different server utilization rates with respect to conventional methods. Keywords-Data center, Power reduction, Process variation, Server placement, Task assignment.	['center', 'processor', 'data']	['multi_core', 'cooling_power', 'core_cluster', 'energy_dissipation', 'total_power']	['multi_core_cluster', 'floor_data_centers', 'raised_floor_data', 'total_power_consumption', 'data_centers_operate']
research draw question paradigm task comparison computing model both calculation classic coordination decomposition examined identifying pervasive product qualitative selling series 	1	A tale of clouds: Paradigm comparisons and some thoughts on research issues	Cloud computing is an emerging computing paradigm. It aims to share data, calculations, and services transparently among users of a massive grid. Although the industry has started selling cloud-computing products, research challenges in various areas, such as UI design, task decomposition, task distribution, and task coordination, are still unclear. Therefore, we study the methods to reason and model cloud computing as a step toward identifying fundamental research questions in this paradigm. In this paper, we compare cloud computing with service computing and pervasive computing. Both the industry and research community have actively examined these three computing paradigms. We draw a qualitative comparison among them based on the classic model of computer architecture. We finally evaluate the comparison results and draw up a series of research questions in cloud computing for future exploration.	['center', 'processor', 'data']	['multi_core', 'cooling_power', 'core_cluster', 'energy_dissipation', 'total_power']	['multi_core_cluster', 'floor_data_centers', 'raised_floor_data', 'total_power_consumption', 'data_centers_operate']
technology hypervisors hypervisor virtualization analysis performance important accepted applicability choice commonly depending depth disadvantage emerges equal experience focusing futuregrid kvm 	1	Analysis of virtualization technologies for high performance computing environments	As Cloud computing emerges as a dominant paradigm in distributed systems, it is important to fully understand the underlying technologies that make Clouds possible. One technology, and perhaps the most important, is virtualization. Recently virtualization, through the use of hypervisors, has become widely used and well understood by many. However, there are a large spread of different hypervisors, each with their own advantages and disadvantages. This paper provides an in-depth analysis of some of today’s commonly accepted virtualization technologies from feature comparison to performance analysis, focusing on the applicability to High Performance Computing environments using FutureGrid resources. The results indicate virtualization sometimes introduces slight performance impacts depending on the hypervisor type, however the benefits of such technologies are profound and not all virtualization technologies are equal. From our experience, the KVM hypervisor is the optimal choice for supporting HPC applications within a Cloud infrastructure.	['center', 'processor', 'data']	['multi_core', 'cooling_power', 'core_cluster', 'energy_dissipation', 'total_power']	['multi_core_cluster', 'floor_data_centers', 'raised_floor_data', 'total_power_consumption', 'data_centers_operate']
dissipation network co2 point information communication energy emission limit layer theory link impractical layered minimizing minimum stem ict approach fundamental 	1	Fundamentals of green communications and computing: Modeling and simulation	"A bot tom-up approach to minimizing energy dissipation starts with establishing a fundamental energy dissipation limit, which shows the true gap between current and optimum energy savings and which can serve as a springboard for developing techniques to achieve that limit. Unfortunately, for point-to-point communications, such an approach applies only in certain scenarios; using information-theory approaches to derive energy dissipation limits is largely impractical for large-scale networks, and even some small networks, because incorporating the dynamics of practical networks from an informationtheory perspective is difficult.
As an alternative way to find the minimum energy consumption in larger networks, we propose combining an architecture that uses Internet layers with a physical layer operating at the fundamental limit of energy dissipation. We can then view energy consumption as the fundamental energy consumed per information bit. For large networks, this layered approach is more feasible than an analysis based on information theory.
Our exploration of this approach highlighted some novel implementation challenges, particularly how to address the effects of constraints on the upper layers— constraints that stem from requiring minimal energy consumption at the physical layer. It also revealed new directions and open issues for green network simulation and standardization.
A s society becomes more aware of how carbon diox-ide (CO2) emissions are affecting the environment, the information and communications technology (ICT) community is investigating how to ensure that communication systems consume less energy and thus collectively have a substantially smaller carbon footprint. To that end, researchers have been working on novel techniques to reduce the energy dissipation of point-to-point communication links and computer networks.
Although modifying existing ICT systems can lead to incremental energy savings, the primary purpose of lowering energy dissipation is to reduce the CO2 emission rate. The relationship between these two ideas is more complex than many organizations realize. The ICT community has long assumed that energy savings will reduce CO2 emissions,1 but the amounts of emitted CO2 and dissipated energy are not always linearly related. In some scenarios, optimum CO2 savings in fact do not stem from the lowest possible energy consumption. Minimizing the total energy consumption of links over all possible network
A layered architecture incorporates the concept of minimum energy consumption for communication links and computer networks with multiple terminals, where emission-reduction approaches based on information theory are impractical."	['center', 'processor', 'data']	['multi_core', 'cooling_power', 'core_cluster', 'energy_dissipation', 'total_power']	['multi_core_cluster', 'floor_data_centers', 'raised_floor_data', 'total_power_consumption', 'data_centers_operate']
uptime scheduler cumulative machine center 60 administrator ass batch besides caused composition consuming customized default demonstrating difference exclusively factor iaa 	1	Energy-aware scheduling for infrastructure clouds	More and more data centers are built, consuming ever more kilo watts of energy. Over the years, energy has become a dominant cost factor for data center operators. Utilizing lowpower idle modes is an immediate remedy to reduce data center power consumption. We use simulation to quantify the difference in energy consumption caused exclusively by virtual machine schedulers. Besides demonstrating the inefficiency of wide-spread default schedulers, we present our own optimized scheduler. Using a range of realistic simulation scenarios, our customized scheduler OptSched reduces cumulative machine uptime by up to 60.1%. We evaluate the effect of data center composition, run time distribution, virtual machine sizes, and batch requests on cumulative machine uptime. IaaS administrators can use our results to quickly assess possible reductions in machine uptime and, hence, untapped energy saving potential.	['center', 'processor', 'data']	['multi_core', 'cooling_power', 'core_cluster', 'energy_dissipation', 'total_power']	['multi_core_cluster', 'floor_data_centers', 'raised_floor_data', 'total_power_consumption', 'data_centers_operate']
ratio llc reference pmv shared usage cache multicore scheduler maximizing performance processor consolidation consider devised faced guaranteeing instruction interference isolation 	1	Virtual machine scheduling for multicores considering effects of shared on-chip last level cache interference	As the cloud markets grow, the cloud providers are faced with new challenges such as reduction of power consumption and guaranteeing service level agreements (SLAs). One reason for these problems is the use of server consolidation policy based on virtualization technologies for maximizing the efficiency of resource usage. Because current virtualization technologies do not ensure performance isolation among active virtual machines (VMs), it is required to consider resource usage pattern of VMs to improve total throughput and quality of service. In this paper, we propose a virtual machine scheduler for multicore processors, which exploits the lastlevel cache (LLC) reference ratio. Specifically, we focus on the performance impact of contention in a shared LLC. We have found that the ratio of the number of LLC references to that of instructions (LLC reference ratio) is highly associated with the amount of cache demand, and a Performance-Maximizing VM (PMV) scheduling algorithm can be devised by using the ratio. We show that our PMV scheduler is effective by evaluation for various workloads. Keywords-Virtual machine consolidation; Shared resource interference; Multicore processor	['center', 'processor', 'data']	['multi_core', 'cooling_power', 'core_cluster', 'energy_dissipation', 'total_power']	['multi_core_cluster', 'floor_data_centers', 'raised_floor_data', 'total_power_consumption', 'data_centers_operate']
scheduling priority task balancing ldss policy energy efficiency exploit heterogeneous processor awareness capacity controlling cool deadline designing dissipate efficacy excessive 	1	Priority-based scheduling for large-scale distribute systems with energy awareness	Large-scale distributed computing systems (LDSs), such as grids and clouds are primarily designed to provide massive computing capacity. These systems dissipate often excessive energy to both power and cool them. Concerns over greening these systems have prompted a call for scheduling policies with energy awareness (e.g., energy proportionality). The dynamic and heterogeneous nature of resources and tasks in LDSs is a major hurdle to be overcome for energy efficiency when designing scheduling policies. In this paper, we address the problem of scheduling tasks with different priorities (deadlines) for energy efficiency exploiting resource heterogeneity. Specifically, our investigation for energy efficiency focuses on two issues: (1) balancing the workload in the way utilization is maximized and (2) power management by controlling execution of tasks on processor for ensuring the energy is optimally consumed. We form a hierarchical scheduler that exploits the multi-core architecture for effective scheduling. Our scheduling approach exploits the diversity of task priority for proper load balancing across heterogeneous processors while observing energy consumption in the system. Simulation experiments prove the efficacy of our approach; and the comparison results indicate our scheduling policy helps improve energy efficiency of the system. Keywords– energy efficiency, dynamic scheduling, task priority.	['center', 'processor', 'data']	['multi_core', 'cooling_power', 'core_cluster', 'energy_dissipation', 'total_power']	['multi_core_cluster', 'floor_data_centers', 'raised_floor_data', 'total_power_consumption', 'data_centers_operate']
geo network attack center 2 appropriate diversity service providing data to accordingly agility breakdown capital completed distributing diverse dollar fragmentation 	1	The cost of a cloud: Research problems in data center networks	The data centers used to create cloud services represent a significant investment in capital outlay and ongoing costs. Accordingly, we first examine the costs of cloud service data centers today. The cost breakdown reveals the importance of optimizing work completed per dollar invested. Unfortunately, the resources inside the data centers often operate at low utilization due to resource stranding and fragmentation. To attack this first problem, we propose (1) increasing network agility, and (2) providing appropriate incentives to shape resource consumption. Second, we note that cloud service providers are building out geo-distributed networks of data centers. Geo-diversity lowers latency to users and increases reliability in the presence of an outage taking out an entire site. However, without appropriate design and management, these geo-diverse data center networks can raise the cost of providing service. Moreover, leveraging geo-diversity requires services be designed to benefit from it. To attack this problem, we propose (1) joint optimization of network and data center resources, and (2) new systems and mechanisms for geo-distributing state.	['center', 'processor', 'data']	['multi_core', 'cooling_power', 'core_cluster', 'energy_dissipation', 'total_power']	['multi_core_cluster', 'floor_data_centers', 'raised_floor_data', 'total_power_consumption', 'data_centers_operate']
multi core cluster grant trend communication processor intel benchmark cns mellanox message microsystems sun study de optimizing scalability able application 	1	Understanding the impact of multi-core architecture in cluster computing: A case study with Intel dual-core system	Multi-core processors are growing as a new industry trend as single core processors rapidly reach the physical limits of possible complexity and speed. In the new Top500 supercomputer list, more than 20% processors belong to the multi-core processor family. However, without an indepth study on application behaviors and trends on multicore clusters, we might not be able to understand the characteristics of multi-core cluster in a comprehensive manner and hence not be able to get optimal performance. In this paper, we take on these challenges and design a set of experiments to study the impact of multi-core architecture on cluster computing. We choose to use one of the most advanced multi-core servers, Intel Bensley system with Woodcrest processors, as our evaluation platform, and use benchmarks including HPL, NAMD, and NAS as the applications to study. From our message distribution experiments, we find that on an average about 50% messages are transferred through intra-node communication, which is much higher than intuition. This trend indicates that optimizing intranode communication is as important as optimizing internode communication in a multi-core cluster. We also observe that cache and memory contention may be a potential bottleneck in multi-core clusters, and communication middleware and applications should be multi-core aware to alleviate this problem. We demonstrate that multi-core aware algorithm, e.g. data tiling, improves benchmark execution time by up to 70%. We also compare the scalability of a multi-core cluster with that of a single-core cluster and find that the scalability of the multi-core cluster is promising. ∗This research is supported in part by DOE’s Grants#DE-FC0206ER25749 and #DE-FC02-06ER25755; NSF’s Grants #CNS-0403342 and #CNS-0509452; grants from Intel, Mellanox, Cisco systems, Linux Networx and Sun Microsystems; and equipment donations from Intel, Mellanox, AMD, Apple, Appro, Dell, Microway, PathScale, IBM, SilverStorm and Sun Microsystems.	['center', 'processor', 'data']	['multi_core', 'cooling_power', 'core_cluster', 'energy_dissipation', 'total_power']	['multi_core_cluster', 'floor_data_centers', 'raised_floor_data', 'total_power_consumption', 'data_centers_operate']
resulting live policy migration quality brings continuously customer dioxide electrical enormous high justifying led management necessity objective rapid reallocation showing 	1	Energy efficient allocation of virtual machines in cloud data centers	Rapid growth of the demand for computational power has led to the creation of large-scale data centers. They consume enormous amounts of electrical power resulting in high operational costs and carbon dioxide emissions. Moreover, modern Cloud computing environments have to provide high Quality of Service (QoS) for their customers resulting in the necessity to deal with power-performance trade-off. We propose an efficient resource management policy for virtualized Cloud data centers. The objective is to continuously consolidate VMs leveraging live migration and switch off idle nodes to minimize power consumption, while providing required Quality of Service. We present evaluation results showing that dynamic reallocation of VMs brings substantial energy savings, thus justifying further development of the proposed policy. Keywords-Energy efficiency; Cloud computing; Energy consumption; Green IT; Resource management; Virtualization; Allocation of virtual machines; Live migration of virtual machines.	['center', 'processor', 'data']	['multi_core', 'cooling_power', 'core_cluster', 'energy_dissipation', 'total_power']	['multi_core_cluster', 'floor_data_centers', 'raised_floor_data', 'total_power_consumption', 'data_centers_operate']
platform provisioning hpc consolidated need tradeoff application efficiency qos these presented energy virtualized resource ability acceptable accommodate attractive autonomic challenging 	2	Energy-efficient application-aware online provisioning for virtualized clouds and data centers	As energy efficiency and associated costs become key concerns, consolidated and virtualized data centers and clouds are attractive computing platforms for dataand computeintensive applications. These platforms provide an abstraction of nearly-unlimited computing resources through the elastic use of pools of consolidated resources, and provide opportunities for higher utilization and energy savings. Recently, these platforms are also being considered for more traditional high-performance computing (HPC) applications that have typically targeted Grids and similar conventional HPC platforms. However, maximizing energy efficiency, costeffectiveness, and utilization for these applications while ensuring performance and other Quality of Service (QoS) guarantees, requires leveraging important and extremely challenging tradeoffs. These include, for example, the tradeoff between the need to efficiently create and provision Virtual Machines (VMs) on data center resources and the need to accommodate the heterogeneous resource demands and runtimes of these applications. In this paper we present an energy-aware online provisioning approach for HPC applications on consolidated and virtualized computing platforms. Energy efficiency is achieved using a workload-aware, just-right dynamic provisioning mechanism and the ability to power down subsystems of a host system that are not required by the VMs mapped to it. We evaluate the presented approach using real HPC workload traces from widely distributed production systems. The results presented demonstrated that compared to typical reactive or predefined provisioning, our approach achieves significant improvements in energy efficiency with an acceptable QoS penalty. Keywords-Autonomic Computing; Cloud Computing; Energy Efficiency; Virtualization; Data Center; Resource Provisioning	['application', 'proposed', 'platform']	['resource_provisioning', 'provision_approach', 'application_placement', 'computing_platforms', 'consolidate_virtual']	['data_center_resources', 'service_level_agreements', 'as_energy_efficiency', 'ability_power_subsystems', 'abstracted_bin_packing']
application enacloud live approach placement proposed platform abstracted available character encapsulate ivic named place prevalence requested save specially successfully useful 	2	EnaCloud: An energy-saving application live placement approach for cloud computing environments	With the increasing prevalence of large scale cloud computing environments, how to place requested applications into available computing servers regarding to energy consumption has become an essential research problem, but existing application placement approaches are still not effective for live applications with dynamic characters. In this paper, we proposed a novel approach named EnaCloud, which enables application live placement dynamically with consideration of energy efficiency in a cloud platform. In EnaCloud, we use a Virtual Machine to encapsulate the application, which supports applications scheduling and live migration to minimize the number of running machines, so as to save energy. Specially, the application placement is abstracted as a bin packing problem, and an energy-aware heuristic algorithm is proposed to get an appropriate solution. In addition, an over-provision approach is presented to deal with the varying resource demands of applications. Our approach has been successfully implemented as useful components and fundamental services in the iVIC platform. Finally, we evaluate our approach by comprehensive experiments based on virtual machine monitor Xen and the results show that it is feasible.	['application', 'proposed', 'platform']	['resource_provisioning', 'provision_approach', 'application_placement', 'computing_platforms', 'consolidate_virtual']	['data_center_resources', 'service_level_agreements', 'as_energy_efficiency', 'ability_power_subsystems', 'abstracted_bin_packing']
sla agreement provisioning proposed level according customers’ manager meeting proposes violating resource reducing outperforms slas request component consideration experimental machine 	2	Energy-efficient resource provisioning with SLA consideration on cloud computing	Cloud computing aims at reducing energy consumption and maximizing resource efficiency without violating service level agreement (SLA). To address these important issues, this study proposes an energy-efficient resource provisioning technology with SLA consideration for virtual machine scheduling. According to SLAs, the resource manager could consolidate virtual machines onto the physical machine for meeting customers’ SLA requests. Experimental results show that the proposed approach outperforms other proposed ones in power consumption. Keywords-component; Cloud Computing; Virtualization; Energy Saving; Resource Provisioning; Service Level Agreement	['application', 'proposed', 'platform']	['resource_provisioning', 'provision_approach', 'application_placement', 'computing_platforms', 'consolidate_virtual']	['data_center_resources', 'service_level_agreements', 'as_energy_efficiency', 'ability_power_subsystems', 'abstracted_bin_packing']
relocation consolidation bound theoretical server conduct method analysis algorithm necessary trade bin fit packing cost quality problem machine experiment optimization 	3	Server consolidation algorithms with bounded migration cost and performance guarantees in cloud computing	Consolidation of virtual machines is essential to achieve energy optimization in cloud computing environments. As virtual machines dynamically enter and leave a cloud system, it becomes necessary to relocate virtual machines among servers. However, relocation of virtual machines introduces run-time overheads and consumes extra energy, thus an careful planning for relocation is necessary. We model the relocation problem as a modified bin packing problem and propose a new server consolidation algorithm that guarantees server consolidation with bounded relocation costs. We also conduct a detailed analysis on the complexity of the server consolidation problem, and give a upper bound on the cost of relocation. Finally, we conduct simulations and compare our server consolidation algorithm with other relocation methods, like First Fit and Best Fit method. The experiment results suggest an interesting trade-off between server consolidation quality and relocation cost. Our algorithm is able to trade about 1% in server consolidation quality for a reduction about 50% in relocation cost, when compared with other well known bin packing algorithms. We also note that the relocation cost incurred in our method is much less than the theoretical bound we provided. The reason is that we overestimate the amount of relocation from theoretical analysis, and the actual amount of relocation found from experiments is much less than the worst-case bound from theoretical analysis. Keywords-Energy Optimization; Server Consolidation; VM Relocation;	['consolidation', 'algorithm', 'optimization']	['relocation_costs', 'consolidation_algorithm', 'greedy_algorithms', 'bin_packing', 'ant_colony']	['ant_colony_optimization', 'multidimensional_bin_packing', 'relocate_virtual_machines', 'server_consolidation_algorithm', 'server_consolidation_quality']
